24#20130901002714
V1,V2,V3,A1,A2,A3,ActivePower,ReactivePower,Frequency,GRSpd,RotorRSpd,OnesecWsp,OnesecWdir,angle1,angle2,angle3,pitSet,ConvTorque,TorqueSet,DIO
391,392,389,41,42,49,45,-1,5000,1041,99,30,350,-1,0,5,0,517,666,14847
391,392,389,41,42,49,45,-1,5000,1041,99,30,353,-1,0,5,0,505,670,14847
391,392,389,42,42,50,45,-1,5000,1039,99,30,358,-2,0,5,0,517,663,14847
391,392,389,43,43,50,45,-1,5000,1039,100,30,2,-2,0,5,0,517,653,14847
391,392,389,43,43,51,45,-1,5000,1042,100,30,7,-2,0,5,0,530,667,14847
391,392,389,43,43,50,46,-1,5000,1041,98,30,11,-2,0,5,0,517,659,14847
391,391,389,41,42,49,46,-1,5000,1038,98,30,14,-2,0,5,0,505,656,14847
391,391,389,41,42,49,46,-1,5000,1038,98,30,17,-2,0,5,0,517,669,14847
390,391,389,43,43,50,46,-1,5000,1040,101,30,18,-2,0,5,0,530,672,14847
391,392,389,43,43,50,46,-1,5000,1040,101,30,18,-2,0,5,0,517,659,14847
390,392,389,42,42,50,46,-1,5000,1038,100,30,17,-2,0,5,0,517,641,14847
391,392,389,41,42,49,46,-1,5000,1038,100,30,16,-2,0,5,0,492,646,14847
390,392,389,41,42,49,46,-1,5000,1041,99,30,14,-2,0,4,0,517,673,14847
391,391,389,42,42,49,46,-1,5000,1038,99,30,11,-2,0,4,0,517,635,14847
391,392,389,42,42,50,46,-1,5000,1039,99,30,7,-2,0,4,0,517,638,14847
391,392,389,42,42,50,45,-2,5000,1042,100,30,3,-2,0,4,0,505,648,14847
391,392,389,42,42,49,45,-2,5000,1043,100,30,359,-1,0,4,0,505,667,14847
391,392,389,41,41,48,45,-2,5000,1039,100,30,356,-1,0,4,0,505,641,14847
391,392,389,41,41,48,45,-2,5000,1039,101,30,353,-1,0,4,0,505,659,14847
391,392,389,41,41,49,45,-2,5000,1042,101,30,351,-1,0,4,0,505,672,14847
391,392,389,41,42,49,45,-1,5000,1042,99,30,350,0,0,3,0,517,670,14847
391,392,389,42,42,49,45,-1,5000,1039,99,30,350,0,0,3,0,505,657,14847
391,392,390,42,42,49,45,-1,5000,1039,99,30,350,0,0,3,0,517,673,14847
391,393,390,42,43,50,45,-1,5000,1042,100,29,352,0,0,3,0,517,691,14847
391,392,390,43,43,51,45,-1,5000,1042,100,29,354,0,0,3,0,530,677,14847
391,393,390,43,44,51,46,-1,5000,1039,98,29,356,0,0,3,0,530,653,14847
391,393,390,42,43,50,46,-1,5000,1038,98,29,359,0,0,3,0,517,663,14847
391,393,389,42,42,49,46,-1,5000,1041,98,29,1,0,0,3,0,517,698,14847
391,393,390,43,43,50,46,-1,5000,1038,100,30,3,0,0,3,0,530,662,14847
391,393,390,43,43,50,46,-1,5000,1038,100,30,5,0,0,3,0,517,651,14847
391,393,390,42,42,50,46,0,5000,1040,99,30,6,0,0,3,0,517,660,14847
391,392,390,42,42,49,46,0,5000,1040,99,30,6,0,0,3,0,505,666,14847
391,393,390,42,42,49,46,0,5000,1038,99,30,5,0,0,3,0,517,648,14847
391,392,390,43,43,49,46,0,5000,1038,100,30,5,0,0,3,0,517,640,14847
391,393,390,42,43,50,46,0,5000,1042,100,30,4,0,0,3,0,517,658,14847
391,392,390,42,43,50,46,-2,5000,1042,99,30,4,0,0,3,0,517,649,14847
391,393,390,41,42,49,46,-2,5000,1039,99,30,4,0,0,3,0,505,635,14847
391,393,390,41,41,48,46,-2,5000,1040,99,30,4,0,0,3,0,505,658,14847
391,393,390,42,42,49,46,-2,5000,1043,100,30,4,0,0,3,0,517,676,14847
391,393,390,42,42,49,46,-2,5000,1042,100,30,5,0,0,4,0,517,664,14847
391,392,390,42,42,49,45,-2,5000,1039,100,30,5,0,0,4,0,517,656,14847
391,393,390,42,42,50,45,-2,5000,1039,100,29,6,0,0,4,0,517,673,14847
391,392,390,43,43,50,45,-2,5000,1043,99,29,7,0,0,4,0,517,705,14847
391,393,390,44,43,51,45,-2,5000,1043,99,29,7,0,0,4,0,517,691,14847
391,393,390,44,44,51,45,-2,5000,1040,99,29,7,0,0,4,0,530,657,14847
391,393,390,43,44,51,46,-1,5000,1042,98,28,6,0,0,4,0,517,694,14847
391,393,390,43,43,51,46,-1,5000,1042,98,28,6,0,0,4,0,530,709,14847
391,392,390,43,44,51,46,-1,5000,1038,98,28,5,0,0,4,0,517,678,14847
390,392,390,44,44,52,46,-1,5000,1038,98,28,4,0,0,5,0,542,677,14847
391,392,390,44,44,51,46,-1,5000,1040,98,28,4,0,0,5,0,542,680,14847
391,392,390,43,44,51,48,0,5000,1040,102,28,4,0,0,5,0,517,680,14847
391,392,390,43,44,51,48,0,5000,1038,102,28,5,0,0,5,0,530,660,14847
390,392,390,43,43,51,48,0,5000,1038,100,28,6,0,0,5,0,517,661,14847
391,392,390,43,43,51,48,0,5000,1041,100,28,7,0,0,5,0,517,674,14847
391,392,390,43,43,50,48,0,5000,1041,100,28,9,0,0,5,0,505,659,14847
390,392,390,42,43,50,46,0,5000,1038,100,28,11,0,0,5,0,517,633,14847
391,392,390,41,42,49,46,0,5000,1039,100,28,13,-1,0,5,0,517,653,14847
390,392,390,41,42,49,46,0,5000,1042,99,28,14,-1,0,5,0,505,669,14847
391,392,390,41,42,49,46,0,5000,1042,99,28,15,-1,0,5,0,505,668,14847
391,392,390,41,42,49,46,0,5000,1039,99,29,15,-1,0,5,0,517,634,14847
391,392,390,41,42,49,45,0,5000,1042,99,29,13,-1,0,5,0,492,668,14847
391,392,390,41,41,48,45,0,5000,1042,99,28,11,-2,0,5,0,517,681,14847
391,392,390,41,42,48,45,0,5000,1039,99,28,9,-2,0,5,0,505,664,14847
391,392,390,42,42,49,45,0,5000,1039,100,28,7,-2,0,5,0,517,660,14847
390,392,390,43,42,50,45,0,5000,1042,100,28,6,-2,0,5,0,517,673,14847
391,392,390,42,42,50,46,-1,5000,1042,98,28,5,-2,0,5,0,517,676,14847
390,392,390,42,42,49,46,-1,5000,1038,98,28,5,-2,0,5,0,505,661,14847
390,392,390,42,43,49,46,-1,5000,1038,98,28,5,-2,0,5,0,505,674,14847
390,392,390,42,42,50,46,-1,5000,1041,101,28,5,-2,0,5,0,517,686,14847
390,392,390,43,43,50,46,-1,5000,1041,101,28,5,-2,0,5,0,517,665,14847
390,392,390,42,42,49,46,-1,5000,1038,100,28,5,-2,0,5,0,517,648,14847
390,392,390,42,42,49,46,-1,5000,1038,100,28,5,-2,0,5,0,505,664,14847
391,392,390,42,42,49,46,-1,5000,1040,99,29,5,-2,0,4,0,517,675,14847
390,392,390,41,42,50,46,-1,5000,1040,99,29,5,-2,0,4,0,517,660,14847
391,392,390,42,42,50,46,-1,5000,1038,99,29,4,-2,0,4,0,505,631,14847
390,392,390,41,41,49,46,-2,5000,1040,100,29,3,-1,0,4,0,492,654,14847
391,392,390,41,41,48,46,-2,5000,1040,100,30,3,-1,0,4,0,505,658,14847
391,392,390,41,41,48,46,-2,5000,1038,100,30,2,-1,0,4,0,492,640,14847
391,392,390,41,41,49,46,-2,5000,1038,101,30,2,-1,0,4,0,492,631,14847
391,392,390,41,40,48,46,-2,5000,1040,101,30,2,-1,0,3,0,492,641,14847
391,392,390,41,40,48,43,-1,5000,1041,99,30,3,0,0,3,0,492,649,14847
391,392,390,41,40,48,43,-1,5000,1038,99,30,4,0,0,3,0,492,620,14847
391,392,390,40,40,47,43,-1,5000,1038,100,31,5,0,0,3,0,480,633,14847
391,392,390,39,39,47,43,-1,5000,1041,100,31,6,0,0,3,0,480,652,14847
390,392,390,40,39,48,43,-1,5000,1041,100,31,6,0,0,3,0,480,645,14847
391,392,390,40,40,48,43,-1,5000,1039,98,31,6,0,0,3,0,492,624,14847
390,392,390,41,40,47,43,-1,5000,1039,98,31,5,0,0,3,0,492,633,14847
391,392,390,40,40,47,43,-1,5000,1042,98,31,5,0,0,3,0,480,665,14847
390,392,390,40,40,47,43,-1,5000,1042,100,31,6,0,0,3,0,492,666,14847
391,392,390,40,40,48,43,-1,5000,1038,100,31,6,0,0,3,0,492,625,14847
391,392,390,40,40,48,43,-1,5000,1041,99,31,6,0,0,3,0,480,661,14847
390,392,390,41,40,48,43,-1,5000,1041,99,32,6,0,0,3,0,492,668,14847
391,392,390,41,41,48,43,-1,5000,1038,99,32,5,0,0,3,0,492,652,14847
390,392,390,41,42,48,43,-1,5000,1038,100,32,4,0,0,3,0,492,643,14847
391,392,390,41,41,48,43,-1,5000,1041,100,32,3,0,0,3,0,492,652,14847
391,392,390,40,40,48,43,-1,5000,1040,99,33,1,0,0,3,0,492,647,14847
391,391,390,40,39,47,43,-1,5000,1038,99,33,0,0,0,3,0,480,641,14847
391,392,390,40,40,48,43,-1,5000,1038,99,33,358,0,0,3,0,505,643,14847
391,392,390,40,41,48,43,-1,5000,1041,100,33,356,0,0,3,0,505,655,14847
391,392,390,40,41,48,43,-1,5000,1041,100,34,355,0,0,4,0,505,639,14847
390,392,390,40,40,48,43,-1,5000,1039,100,34,355,0,0,4,0,505,635,14847
391,391,390,40,40,48,43,-1,5000,1039,100,34,355,0,0,4,0,492,645,14847
391,392,390,40,41,48,43,-1,5000,1042,99,34,355,0,0,4,0,492,664,14847
391,391,390,40,41,48,43,-1,5000,1042,99,34,354,0,0,4,0,492,657,14847
391,392,390,40,41,48,43,-1,5000,1039,99,34,354,0,0,4,0,492,623,14847
391,392,390,40,40,48,43,-1,5000,1042,98,35,353,0,0,4,0,480,661,14847
390,392,390,40,40,48,43,-1,5000,1043,98,35,353,0,0,4,0,505,672,14847
391,391,390,41,41,49,43,-1,5000,1040,98,35,353,0,0,4,0,505,654,14847
391,391,390,41,41,48,43,-1,5000,1040,98,35,354,0,0,5,0,492,653,14847
391,392,390,42,42,49,43,-1,5000,1043,98,35,356,0,0,5,0,517,677,14847
391,391,390,41,41,49,44,-1,5000,1043,100,36,358,0,0,5,0,517,687,14847
390,392,390,41,41,49,44,-1,5000,1040,102,36,0,0,0,5,0,517,679,14847
391,391,391,42,42,50,44,-1,5000,1040,100,37,2,0,0,5,0,517,684,14847
391,392,390,43,43,51,44,-1,5000,1043,100,37,4,0,0,5,0,542,705,14847
391,391,390,44,44,51,44,-1,5000,1042,100,37,5,0,0,5,0,530,688,14847
391,392,390,43,44,51,46,-1,5000,1039,100,37,5,0,0,5,0,530,680,14847
391,392,391,43,44,51,46,-1,5000,1039,100,37,5,-1,0,5,0,530,690,14847
391,392,390,44,44,51,46,-1,5000,1042,100,37,4,-1,0,5,0,542,711,14847
391,392,390,45,44,52,46,-1,5000,1042,100,37,2,-1,0,5,0,530,693,14847
391,391,390,44,45,52,46,-1,5000,1039,100,37,359,-1,0,5,0,542,666,14847
391,392,390,44,44,51,48,-1,5000,1039,99,37,355,-1,0,5,0,517,673,14847
391,391,390,44,45,52,48,-1,5000,1042,99,37,350,-1,0,5,0,542,710,14847
391,391,390,44,45,52,48,-1,5000,1039,99,36,346,-2,0,5,0,542,677,14847
391,391,390,44,44,52,48,-1,5000,1039,100,36,344,-2,0,5,0,542,667,14847
391,391,390,43,44,52,48,-1,5000,1042,100,36,343,-2,0,5,0,530,684,14847
391,391,390,43,43,51,48,0,5000,1042,98,35,343,-2,0,5,0,517,691,14847
391,391,390,43,44,51,48,0,5000,1039,98,35,344,-2,0,5,0,542,677,14847
391,392,390,43,44,51,48,0,5000,1040,98,34,345,-2,0,5,0,542,680,14847
391,391,390,44,45,52,48,0,5000,1043,101,33,346,-2,0,5,0,542,687,14847
391,391,390,44,44,52,48,0,5000,1042,101,33,348,-2,0,5,0,530,688,14847
386,382,389,93,192,141,49,0,5000,1040,100,32,351,-2,0,5,0,517,687,14847
288,282,289,656,650,633,49,0,4993,1038,100,32,353,-2,0,4,0,917,685,14847
246,245,246,826,827,827,49,0,5012,1041,99,32,355,-2,0,4,0,880,706,14847
233,234,234,880,881,886,49,0,4993,1040,99,31,355,-2,0,4,0,842,688,14847
229,231,231,899,902,907,49,0,5006,1038,99,31,356,-2,0,4,0,805,671,14847
229,230,230,906,910,914,93,585,5000,1038,100,31,356,-2,0,4,0,830,669,14847
229,229,230,908,912,916,93,585,5000,1040,100,31,355,-1,0,4,0,855,680,14847
229,229,229,909,914,918,92,584,4993,1036,100,31,355,-1,0,4,0,867,647,14847
228,229,229,913,917,922,93,585,5000,1035,100,32,355,-1,0,4,0,892,644,14847
228,228,228,917,921,925,93,585,5000,1038,100,32,353,-1,0,3,0,905,655,14847
227,228,228,919,923,926,99,620,5000,1037,99,32,352,0,0,3,0,917,635,14847
227,228,228,919,923,928,99,620,5000,1034,99,32,351,0,0,3,0,930,610,14847
227,227,228,921,926,929,99,620,5000,1033,99,32,351,0,0,3,0,930,590,14847
227,227,228,922,927,929,99,620,5000,1035,99,33,352,0,0,3,0,930,599,14847
227,227,228,920,924,928,99,620,5000,1033,99,33,353,0,0,3,0,942,567,14847
227,227,228,922,926,928,103,620,5000,1030,98,33,355,0,0,3,0,942,529,14847
227,227,228,922,927,927,103,620,5000,1032,98,33,356,0,0,3,0,955,527,14847
226,227,228,922,928,929,103,620,5000,1032,98,33,357,0,0,3,0,955,501,14847
227,227,228,924,928,929,103,620,5006,1028,98,33,359,0,0,3,0,955,456,14847
226,227,228,923,929,929,103,620,5000,1027,98,33,0,0,0,3,0,955,433,14847
227,227,228,922,927,928,104,620,5000,1028,98,33,1,0,0,3,0,955,427,14847
227,227,228,922,928,929,104,620,5000,1028,98,33,1,0,0,3,72,942,0,8687
203,203,203,717,727,718,104,620,5006,1025,98,34,0,0,0,3,162,505,0,8687
186,185,185,432,438,431,104,620,5000,1031,98,34,358,0,0,3,252,280,0,8687
173,173,174,246,249,246,104,620,5000,1035,98,34,355,27,32,27,342,17,0,8459
171,170,171,133,135,133,39,200,5006,1033,98,34,351,118,119,107,432,-20,0,8459
171,170,170,71,72,70,39,200,4993,1033,98,34,347,174,165,156,522,-20,0,8458
171,170,170,37,38,37,39,200,5000,1035,98,34,344,290,259,257,612,-20,0,8458
170,170,170,20,20,20,39,200,5006,1034,99,35,340,416,354,365,702,-20,0,8458
170,170,170,11,12,10,39,200,5000,1031,99,35,338,479,402,420,792,-20,0,8458
170,170,170,7,7,6,-3,-2,5000,1033,99,35,337,610,496,531,882,-20,0,8458
228,233,237,7,8,6,-3,-2,5000,1039,99,35,338,742,591,643,972,-20,0,8458
332,332,333,7,7,5,-3,-2,4993,1043,99,35,340,808,638,700,1062,-20,0,8458
364,362,361,6,6,4,-3,-2,5000,1042,99,34,343,940,733,815,1152,-20,0,8458
373,370,370,5,6,4,-3,-2,5000,1041,99,34,347,1072,827,931,1242,-20,0,8458
377,374,373,6,6,4,-4,-5,5000,1043,97,34,351,1138,874,990,1332,-20,0,8458
380,376,376,5,6,4,-4,-5,5000,1040,97,34,354,1266,968,1111,1422,-20,0,8458
381,378,377,6,6,4,-4,-5,5000,1037,97,34,356,1394,1061,1229,1512,-20,0,8458
383,379,378,6,6,4,-4,-5,5000,1035,98,34,358,1457,1109,1294,1602,-20,0,8458
384,381,379,6,6,4,-4,-5,5000,1030,98,34,359,1573,1203,1421,1692,-20,0,8458
387,384,382,6,6,4,-4,-5,5000,1025,98,34,359,1688,1297,1534,1782,-20,0,8458
388,385,383,6,6,4,-4,-5,5000,1024,100,34,358,1746,1343,1594,1872,-20,0,8458
389,386,385,6,6,4,-4,-5,5000,1026,100,34,357,1854,1436,1715,1962,-20,0,8458
390,387,385,6,6,4,-4,-5,5000,1023,98,34,355,1958,1529,1833,2052,-20,0,8458
390,388,386,6,6,4,-4,-5,5000,1020,98,35,353,2009,1575,1892,2142,-20,0,8458
391,388,386,6,6,4,-4,-5,5000,1018,98,35,351,2107,1669,2009,2232,-20,0,8458
391,388,387,6,6,4,-4,-5,5000,1009,98,35,349,2201,1764,2122,2322,-20,0,8458
391,389,387,6,6,4,-4,-5,5000,1000,98,35,348,2248,1811,2178,2412,-20,0,8458
392,389,387,6,6,4,-4,-5,5000,1000,96,35,348,2349,1908,2292,2502,-20,0,8456
392,389,388,6,6,4,-4,-5,5000,998,96,35,348,2442,2006,2402,2592,-20,0,8456
392,390,388,6,6,4,-4,-5,5000,993,94,36,348,2489,2055,2455,2682,-20,0,8456
392,390,389,6,6,4,-4,-5,5000,992,94,36,349,2585,2154,2562,2772,-20,0,8456
393,391,389,6,6,4,-4,-5,5000,981,94,36,350,2681,2256,2669,2862,-20,0,8456
393,391,389,6,6,4,-4,-5,5000,969,94,36,352,2729,2307,2721,2952,-20,0,8456
393,391,389,6,6,4,-4,-5,5000,965,94,36,355,2827,2412,2825,3042,-20,0,8456
393,391,389,6,6,4,-5,-5,5000,959,94,36,359,2924,2515,2927,3132,-20,0,8456
394,391,390,7,6,4,-5,-5,5000,957,90,36,1,2974,2569,2977,3222,-20,0,8456
394,391,390,6,6,4,-5,-5,5000,949,90,36,2,3072,2676,3078,3312,-20,0,8456
394,391,390,6,6,4,-5,-5,5000,943,90,36,1,3174,2786,3180,3402,-20,0,8456
394,391,390,6,6,4,-5,-5,5000,931,91,36,0,3225,2843,3229,3492,-20,0,8456
394,391,390,6,6,4,-5,-5,5000,920,91,36,359,3328,2957,3330,3582,-20,0,8456
394,392,390,7,6,4,-5,-5,5000,916,89,36,357,3430,3072,3427,3672,-20,0,8456
394,392,390,6,6,4,-5,-5,5000,908,88,36,354,3481,3129,3476,3762,-20,0,8456
394,392,390,7,6,4,-5,-5,5000,904,88,35,352,3583,3245,3573,3852,-20,0,8456
394,392,390,6,6,4,-5,-5,5000,897,86,35,350,3687,3361,3672,3942,-20,0,8456
394,392,390,7,6,4,-5,-5,5000,883,85,35,348,3739,3420,3720,4032,-20,0,8456
394,392,390,6,6,4,-5,-5,5000,875,85,35,347,3844,3535,3816,4122,-20,0,8456
394,392,391,6,6,4,-5,-5,5000,864,83,34,348,3950,3650,3912,4212,-20,0,8456
394,392,390,7,6,4,-5,-5,5000,861,83,34,349,4003,3707,3959,4302,-20,0,8456
394,393,391,6,6,4,-5,-5,5000,850,83,34,350,4109,3818,4055,4392,-20,0,8456
394,393,390,7,6,4,-5,-5,5000,842,81,34,350,4216,3930,4152,4482,-20,0,8456
394,393,391,6,6,4,-5,-5,5000,833,81,33,350,4270,3984,4201,4572,-20,0,8456
395,393,391,7,6,4,-5,-5,5000,818,81,33,350,4378,4093,4297,4662,-20,0,8456
395,393,391,6,6,4,-5,-5,5000,810,81,33,350,4487,4199,4395,4752,-20,0,8456
395,393,391,6,6,4,-5,-5,5000,804,77,32,350,4541,4252,4443,4842,-20,0,8456
395,393,391,7,6,4,-5,-5,5000,793,77,32,350,4648,4356,4543,4932,-20,0,8456
395,393,391,6,6,4,-5,-5,5000,783,77,31,351,4756,4460,4645,5022,-20,0,8456
395,393,391,7,6,4,-5,-5,5000,774,75,31,352,4809,4512,4698,5112,-20,0,8456
395,393,391,8,8,6,-5,-5,5000,759,74,30,353,4916,4613,4802,5202,-20,0,8456
395,393,391,8,7,6,-5,-5,5000,752,74,30,355,5022,4713,4909,5292,-20,0,8456
395,394,392,8,7,5,-5,-5,5000,745,73,29,356,5074,4762,4963,5382,-20,0,8456
395,393,391,7,7,5,-5,-7,5000,736,70,29,358,5180,4861,5072,5472,-20,0,8456
395,393,392,8,7,5,-5,-7,5000,727,70,28,359,5285,4962,5182,5562,-20,0,8456
395,393,392,7,7,5,-5,-7,5000,710,70,28,359,5337,5012,5239,5652,-20,0,8456
395,394,392,8,7,5,-5,-7,5000,700,68,27,0,5441,5113,5350,5742,-20,0,8456
395,393,392,8,7,5,-5,-7,5000,692,67,27,0,5544,5213,5463,5832,-20,0,8456
395,394,392,7,7,5,-6,-7,5000,685,67,27,0,5595,5263,5519,5922,-20,0,8456
395,394,392,8,7,5,-6,-7,5000,676,67,26,0,5697,5363,5631,6012,-20,0,8456
396,394,392,7,7,5,-6,-7,5000,667,64,26,1,5799,5465,5744,6102,-20,0,8456
395,394,392,8,7,5,-6,-7,5000,658,63,26,3,5849,5516,5801,6192,-20,0,8456
396,394,392,7,7,5,-6,-7,5000,647,63,25,5,5950,5617,5914,6282,-20,0,8456
396,394,392,8,7,5,-6,-7,5000,638,63,25,8,6048,5718,6027,6372,-20,0,8456
324,323,319,8,8,7,-5,-7,4981,629,61,25,12,6097,5768,6083,6462,-20,0,8456
218,217,216,7,8,5,-6,-7,5031,622,60,25,17,6195,5871,6197,6552,-20,0,8456
185,184,184,7,8,4,-6,-7,5000,614,60,24,22,6292,5974,6310,6642,-20,0,8456
175,175,175,7,8,4,-6,-7,5000,605,60,24,27,6340,6027,6366,6732,-20,0,8456
306,282,293,12,11,10,-4,-3,4993,595,59,24,31,6436,6132,6478,6822,-20,0,8456
366,343,351,10,9,8,-4,-3,5000,586,56,24,36,6530,6239,6588,6912,-20,0,8456
387,367,373,9,8,7,-4,-3,5000,578,56,23,40,6576,6293,6642,7002,-20,0,8456
396,379,382,8,7,6,-4,-3,5000,569,56,23,43,6669,6402,6752,7092,-20,0,8456
399,385,386,8,7,6,-6,-7,5000,559,56,23,46,6762,6513,6860,7182,-20,0,8456
402,389,388,8,7,6,-6,-7,5000,553,53,23,47,6809,6570,6916,7272,-20,0,8456
