24#20130901002714
V1,V2,V3,A1,A2,A3,ActivePower,ReactivePower,Frequency,GRSpd,RotorRSpd,OnesecWsp,OnesecWdir,angle1,angle2,angle3,pitSet,ConvTorque,TorqueSet,DIO
402,392,389,8,7,6,-6,-7,5000,543,52,23,47,6902,6684,7024,7362,-20,0,8456
402,393,389,8,7,6,-6,-7,5000,534,52,23,46,6995,6800,7130,7452,-20,0,8456
402,394,389,8,7,6,-6,-7,5000,526,52,23,43,7042,6859,7183,7542,-20,0,8456
402,395,390,8,7,6,-6,-7,5000,523,52,23,40,7133,6978,7289,7632,-20,0,8456
402,395,390,8,7,5,-6,-7,5000,514,49,23,35,7226,7109,7394,7722,-20,0,8456
400,393,390,8,7,5,-6,-7,5000,508,48,23,29,7273,7169,7446,7812,-20,0,8456
399,393,390,8,7,5,-6,-7,5000,497,48,23,24,7365,7295,7550,7902,-20,0,8456
399,393,391,8,7,5,-6,-7,5000,487,48,23,18,7457,7423,7652,7992,-20,0,8456
399,393,390,8,7,5,-6,-7,5000,483,48,23,14,7503,7487,7702,8082,-20,0,8456
399,393,391,8,7,5,-6,-7,5000,475,48,23,10,7595,7616,7803,8172,-20,0,8456
399,393,391,8,7,5,-6,-7,5000,470,45,23,7,7687,7746,7901,8262,-20,0,8456
399,393,391,8,7,5,-6,-7,5000,461,44,23,6,7734,7812,7950,8352,-20,0,8456
399,393,391,8,7,5,-6,-7,5000,458,44,23,6,7827,7944,8049,8442,-20,0,8456
399,393,391,8,7,5,-6,-7,5000,447,44,23,7,7918,8078,8145,8532,-20,0,8456
398,393,391,7,7,5,-6,-7,5000,441,44,23,9,7964,8145,8193,8622,-20,0,8456
398,393,391,8,7,5,-6,-7,5000,437,44,22,12,8058,8281,8287,8712,-20,0,8456
398,393,391,7,7,5,-6,-7,5000,429,41,22,16,8150,8418,8381,8802,-20,0,8456
398,393,391,7,6,5,-6,-7,5000,424,40,22,19,8197,8488,8426,8892,-20,0,8456
398,394,391,7,6,4,-5,-7,5000,415,40,22,22,8291,8628,8518,8982,-20,0,8456
398,393,391,6,6,4,-5,-7,5000,412,40,22,23,8385,8769,8610,9000,-20,0,8456
397,394,391,7,6,4,-5,-7,5000,406,40,22,23,8431,8840,8655,9000,-20,0,8456
397,393,392,6,6,4,-5,-7,5000,403,40,22,22,8526,8982,8745,9000,-20,0,8456
397,394,391,7,6,4,-5,-7,5000,393,39,22,19,8622,9127,8835,9000,-20,0,8456
397,393,392,7,6,4,-5,-6,5000,387,37,22,16,8671,9201,8880,9000,-20,0,8456
397,394,392,6,6,4,-5,-6,5000,384,36,22,12,8768,9325,8967,9000,-20,0,8456
397,394,392,7,6,4,-5,-6,5000,378,36,23,9,8866,9327,9055,9000,-20,0,8456
397,394,392,6,6,4,-5,-6,5000,371,36,23,7,8916,9327,9099,9000,-20,0,8456
397,394,392,7,6,4,-5,-6,5000,368,36,23,5,9016,9327,9185,9000,-20,0,8456
397,394,392,7,6,4,-5,-7,5000,363,36,24,3,9118,9327,9240,9000,-20,0,8456
397,394,392,7,6,4,-5,-7,5000,359,36,24,2,9168,9327,9240,9000,-20,0,8456
397,394,393,7,6,4,-5,-7,5000,354,35,24,1,9268,9327,9240,9072,-20,0,8968
397,394,392,6,6,4,-5,-7,5000,350,34,25,1,9278,9327,9240,9162,-20,0,8968
397,394,392,7,6,4,-5,-7,5000,345,34,25,1,9276,9327,9240,9200,-20,0,8968
397,394,392,6,6,4,-5,-5,5000,337,34,25,1,9278,9327,9240,9200,-20,0,8968
397,394,393,7,6,4,-5,-5,5000,335,34,25,0,9278,9327,9240,9200,-20,0,8968
397,394,392,7,6,4,-5,-5,5000,331,34,25,358,9278,9327,9240,9200,-20,0,8968
397,394,392,7,6,4,-5,-5,5000,328,34,26,356,9278,9327,9240,9200,-20,0,8968
396,394,392,7,6,4,-5,-5,5000,324,34,26,353,9278,9327,9240,9200,-20,0,8968
396,394,392,6,6,4,-5,-7,5000,320,31,26,351,9278,9327,9240,9200,-20,0,8968
396,394,392,7,6,4,-5,-7,5000,316,30,26,349,9278,9327,9240,9200,-20,0,8968
396,394,392,7,6,4,-5,-7,5000,312,30,26,349,9278,9327,9240,9200,-20,0,8968
396,394,392,7,6,4,-5,-7,5000,308,30,27,350,9278,9327,9240,9200,-20,0,8968
396,394,392,7,6,4,-5,-7,5000,306,30,27,352,9278,9328,9240,9200,-20,0,8968
395,394,392,6,6,4,-5,-6,5000,302,30,27,354,9278,9328,9240,9200,-20,0,8968
395,394,392,7,6,4,-5,-6,5000,299,30,28,357,9278,9328,9240,9200,-20,0,8968
395,394,392,7,6,4,-5,-6,5000,295,30,28,359,9278,9328,9240,9200,-20,0,8968
395,393,392,7,6,4,-5,-6,5000,292,29,28,2,9278,9328,9240,9200,-20,0,8968
395,394,392,7,6,4,-5,-6,5000,292,28,29,6,9278,9328,9240,9200,-20,0,8968
395,393,392,6,6,4,-5,-6,5000,288,27,29,9,9278,9328,9240,9200,-20,0,8968
395,394,392,7,6,4,-5,-6,5000,285,27,29,12,9278,9328,9240,9200,-20,0,8968
395,394,392,6,6,4,-5,-6,5000,280,27,29,16,9278,9328,9240,9200,-20,0,8968
395,394,392,7,6,4,-5,-6,5000,277,27,30,19,9278,9328,9240,9200,-20,0,8968
395,394,392,7,6,4,-5,-6,5000,273,27,30,22,9278,9328,9240,9200,-20,0,8968
395,394,392,6,6,4,-5,-6,5000,270,27,31,25,9278,9328,9240,9200,-20,0,8968
395,394,392,7,6,4,-5,-6,5000,266,27,31,27,9278,9328,9240,9200,-20,0,8968
395,394,392,6,6,4,-5,-6,5000,266,27,32,29,9278,9328,9240,9200,-20,0,8968
395,394,392,7,6,4,-5,-6,5000,263,25,33,30,9278,9328,9240,9200,-20,0,8968
395,394,392,7,6,4,-5,-6,5000,259,25,34,29,9278,9328,9240,9200,-20,0,8968
395,394,392,7,6,4,-5,-5,5000,255,24,35,28,9278,9328,9240,9200,-20,0,8968
395,394,392,7,6,4,-5,-5,5000,251,24,36,24,9278,9328,9240,9200,-20,0,8968
395,394,392,6,6,4,-5,-5,5000,248,24,37,21,9278,9328,9240,9200,-20,0,8968
395,394,392,7,6,4,-5,-5,5000,248,24,38,18,9278,9328,9240,9200,-20,0,8968
395,394,392,6,6,4,-5,-5,5000,245,24,39,15,9278,9328,9240,9200,-20,0,8968
394,394,392,7,6,4,-5,-7,5000,243,24,40,13,9278,9328,9240,9200,-20,0,8968
395,393,392,7,6,4,-5,-7,5000,239,24,40,11,9278,9328,9240,9200,-20,0,8968
395,394,392,6,6,4,-5,-7,5000,239,24,41,10,9278,9328,9240,9200,-20,0,8968
395,394,392,7,6,4,-5,-7,5000,236,24,41,9,9278,9328,9240,9200,-20,0,8968
395,394,392,6,6,4,-5,-7,5000,232,23,42,10,9278,9328,9240,9200,-20,0,8968
395,394,392,7,6,4,-5,-7,5000,229,22,42,13,9278,9328,9240,9200,-20,0,8968
395,394,392,7,6,4,-5,-5,5000,229,22,42,16,9278,9328,9240,9200,-20,0,8968
394,393,392,7,6,4,-5,-5,5000,226,21,42,19,9278,9328,9240,9200,-20,0,8968
395,394,392,7,6,4,-5,-5,5000,224,21,42,21,9278,9328,9240,9200,-20,0,8968
395,394,392,6,6,4,-5,-5,5000,224,21,43,22,9278,9328,9240,9200,-20,0,8968
395,394,392,7,6,4,-5,-5,5000,220,21,43,23,9278,9328,9240,9200,-20,0,8968
394,394,392,6,6,4,-5,-6,5000,217,21,43,24,9278,9328,9240,9200,-20,0,8968
395,394,392,7,6,4,-5,-6,5000,214,21,43,25,9278,9328,9240,9200,-20,0,8968
395,394,392,7,6,4,-5,-6,5000,214,21,43,25,9278,9328,9240,9200,-20,0,8968
395,394,392,7,6,4,-5,-6,5000,211,21,43,25,9278,9328,9240,9200,-20,0,8968
395,394,392,7,6,4,-5,-6,5000,207,21,43,24,9278,9328,9240,9200,-20,0,8968
395,394,393,6,6,4,-5,-5,5000,207,21,43,22,9278,9328,9240,9200,-20,0,8968
395,394,393,7,6,4,-5,-5,5000,205,20,43,21,9278,9328,9240,9200,-20,0,8968
395,394,393,6,6,4,-5,-5,5000,205,20,43,20,9278,9328,9240,9200,-20,0,8968
395,395,393,7,6,4,-5,-5,5000,202,19,43,20,9278,9328,9240,9200,-20,0,8968
395,395,393,7,6,4,-5,-5,5000,199,19,43,19,9278,9328,9240,9200,-20,0,8968
395,395,393,7,6,4,-5,-5,5000,199,19,43,18,9278,9328,9240,9200,-20,0,8968
395,395,393,7,6,4,-5,-5,5000,195,19,44,17,9278,9328,9240,9200,-20,0,8968
395,395,393,6,6,4,-5,-5,5000,193,19,44,17,9278,9328,9240,9200,-20,0,8968
395,395,393,7,6,4,-5,-5,5000,193,19,44,17,9278,9328,9240,9200,-20,0,8968
395,394,393,7,6,4,-5,-5,5000,190,19,44,18,9278,9328,9240,9200,-20,0,8968
395,395,393,7,6,4,-5,-7,5000,190,19,45,18,9278,9328,9240,9200,-20,0,8968
395,395,393,7,6,4,-5,-7,5000,188,19,45,18,9278,9328,9240,9200,-20,0,8968
395,395,393,6,6,4,-5,-7,5000,184,19,45,17,9278,9328,9240,9200,-20,0,8968
395,395,393,7,6,4,-5,-7,5000,184,19,46,16,9278,9328,9240,9200,-20,0,8968
395,395,394,6,6,4,-5,-7,5000,182,19,46,15,9278,9328,9240,9200,-20,0,8968
396,395,393,7,6,4,-5,-5,5000,182,18,46,15,9278,9328,9240,9200,-20,0,8968
396,395,394,7,6,4,-5,-5,5000,179,17,46,15,9278,9327,9240,9200,-20,0,8968
396,395,393,7,6,4,-5,-5,5000,179,17,47,15,9278,9327,9240,9200,-20,0,8968
395,395,394,7,6,4,-5,-5,4993,176,16,47,14,9278,9327,9240,9200,-20,0,8968
396,395,393,6,6,4,-5,-5,5000,176,16,47,13,9278,9327,9240,9200,-20,0,8968
395,395,394,7,6,4,-5,-7,5000,173,16,47,11,9278,9327,9240,9200,-20,0,8968
395,395,394,7,6,4,-5,-7,5000,171,16,47,10,9278,9327,9240,9200,-20,0,8968
395,395,394,7,6,4,-5,-7,5000,171,16,47,10,9278,9327,9240,9200,-20,0,8968
395,395,394,7,6,4,-5,-7,5000,168,16,47,9,9278,9324,9240,9200,-20,0,8968
395,395,394,7,6,4,-5,-7,5000,168,16,47,8,9278,9322,9240,9200,-20,0,8968
395,395,394,7,6,4,-5,-7,5000,165,16,47,7,9278,9322,9240,9200,-20,0,8968
395,395,394,6,6,4,-5,-7,5000,165,16,47,6,9278,9322,9240,9200,-20,0,8968
395,394,394,7,6,4,-5,-7,5000,162,16,47,5,9278,9322,9240,9200,-20,0,8968
395,395,394,6,6,4,-5,-7,5000,162,16,47,5,9278,9321,9240,9200,-20,0,8968
395,395,394,7,6,5,-5,-7,5000,160,16,47,6,9278,9320,9240,9200,-20,0,8968
395,394,394,7,6,4,-5,-6,5000,160,16,47,6,9278,9319,9240,9200,-20,0,8968
395,395,394,7,6,4,-5,-6,5000,157,16,47,7,9278,9319,9240,9200,-20,0,8968
395,394,394,7,6,4,-5,-6,5000,157,15,47,8,9278,9319,9240,9200,-20,0,8968
395,395,394,6,6,4,-5,-6,5000,154,15,47,9,9278,9319,9240,9200,-20,0,8968
395,394,394,7,6,4,-5,-6,5000,154,15,48,11,9278,9319,9240,9200,-20,0,8968
395,395,393,6,6,4,-5,-6,5000,151,15,48,11,9278,9319,9240,9200,-20,0,8968
395,395,394,7,6,4,-5,-6,5000,151,15,48,11,9278,9319,9240,9200,-20,0,8968
395,395,393,7,6,4,-5,-6,5000,150,15,48,11,9278,9319,9240,9200,-20,0,8968
395,394,394,7,6,4,-5,-6,5000,150,15,48,11,9278,9319,9240,9200,-20,0,8968
395,394,393,7,6,4,-5,-6,5000,147,15,47,10,9278,9318,9240,9200,-20,0,8968
395,395,393,6,6,4,-5,-5,5000,147,15,47,9,9278,9318,9240,9200,-20,0,8968
395,394,393,7,6,4,-5,-5,5000,147,15,47,8,9278,9318,9240,9200,-20,0,8968
395,395,393,6,6,4,-5,-5,5000,145,15,47,7,9278,9318,9240,9200,-20,0,8968
395,394,394,7,6,4,-5,-5,5000,145,15,47,6,9278,9318,9240,9200,-20,0,8968
395,395,393,7,6,4,-5,-5,5000,142,15,47,5,9278,9318,9240,9200,-20,0,8968
395,394,394,7,6,4,-5,-7,5000,142,15,47,5,9278,9318,9240,9200,-20,0,8968
395,395,393,7,6,4,-5,-7,5000,140,15,47,5,9278,9318,9240,9200,-20,0,8968
395,395,394,6,6,4,-5,-7,5000,140,15,48,6,9278,9318,9240,9200,-20,0,8968
395,394,394,7,6,4,-5,-7,5000,138,15,48,7,9278,9318,9240,9200,-20,0,8968
395,394,394,6,6,4,-5,-7,5000,138,15,48,9,9278,9318,9240,9200,-20,0,8968
395,394,394,7,6,4,-5,-6,5000,138,13,48,10,9278,9318,9240,9200,-20,0,8968
395,394,394,7,6,4,-5,-6,5000,135,13,49,11,9278,9318,9240,9200,-20,0,8968
395,394,394,6,6,4,-5,-6,5000,135,13,49,11,9278,9318,9240,9200,-20,0,8968
395,394,393,7,6,4,-5,-6,5000,133,13,49,10,9278,9318,9240,9200,-20,0,8968
395,394,394,6,6,4,-5,-6,5000,133,12,49,10,9278,9318,9240,9200,-20,0,8968
395,394,394,7,6,4,-5,-7,5000,133,12,49,10,9278,9318,9240,9200,-20,0,8968
395,394,394,7,6,5,-5,-7,5000,130,12,49,10,9278,9318,9240,9200,-20,0,8968
395,394,394,7,6,4,-5,-7,5000,130,12,49,10,9278,9318,9240,9200,-20,0,8968
395,394,394,7,6,5,-5,-7,5000,128,12,49,10,9278,9318,9240,9200,-20,0,8968
395,394,394,7,6,4,-5,-7,5000,128,12,49,10,9278,9318,9240,9200,-20,0,8968
395,395,394,7,6,4,-5,-6,5000,128,12,49,9,9278,9318,9240,9200,-20,0,8968
395,394,394,6,6,5,-5,-6,5000,126,12,49,10,9278,9318,9240,9200,-20,0,8968
395,395,394,7,6,4,-5,-6,5000,126,12,49,11,9278,9318,9240,9200,-20,0,8968
395,394,394,7,6,4,-5,-6,5000,123,12,49,13,9278,9318,9240,9200,-20,0,8968
395,395,394,7,6,4,-5,-6,5000,123,12,49,14,9278,9318,9240,9200,-20,0,8968
395,395,394,7,6,4,-5,-7,5000,123,12,49,15,9278,9318,9240,9200,-20,0,8968
396,395,394,7,6,4,-5,-7,5000,121,12,49,15,9278,9318,9240,9200,-20,0,8968
395,395,394,7,6,4,-5,-7,5000,121,12,49,14,9278,9318,9240,9200,-20,0,8968
395,395,394,6,6,4,-5,-7,5000,119,12,49,14,9278,9318,9240,9200,-20,0,8968
395,395,394,7,6,4,-5,-7,5000,119,12,49,13,9278,9318,9240,9200,-20,0,8968
396,395,394,7,6,4,-5,-6,5000,119,12,49,13,9278,9318,9240,9200,-20,0,8968
395,395,394,7,6,5,-5,-6,5000,117,12,49,13,9278,9318,9240,9200,-20,0,8968
396,395,395,7,6,4,-5,-6,5000,117,12,49,12,9278,9318,9240,9200,-20,0,8968
396,395,394,7,6,4,-5,-6,5000,117,11,48,11,9278,9318,9240,9200,-20,0,8968
396,395,395,7,6,4,-5,-6,5006,115,11,48,11,9278,9318,9240,9200,-20,0,8968
396,395,394,6,6,4,-5,-6,5000,115,11,48,11,9278,9318,9240,9200,-20,0,8968
396,395,395,7,6,5,-5,-6,5000,115,11,48,11,9278,9318,9240,9200,-20,0,8968
396,395,395,7,6,4,-5,-6,5000,112,10,48,11,9278,9318,9240,9200,-20,0,8968
396,395,395,7,6,5,-5,-6,5000,112,10,48,12,9278,9318,9240,9200,-20,0,8968
396,395,395,7,6,4,-5,-6,5000,112,10,47,12,9278,9318,9240,9200,-20,0,8968
396,395,394,7,6,4,-5,-7,5000,109,10,47,12,9278,9318,9240,9200,-20,0,8968
396,395,395,7,6,4,-5,-7,5000,109,10,47,12,9278,9318,9240,9200,-20,0,8968
396,395,394,7,6,4,-5,-7,5000,109,10,47,12,9278,9318,9240,9200,-20,0,8968
396,395,395,7,6,4,-5,-7,5000,107,10,47,11,9278,9318,9240,9200,-20,0,8968
396,395,394,7,6,4,-5,-7,5000,107,10,47,12,9278,9318,9240,9200,-20,0,8968
396,395,395,7,6,4,-5,-6,5000,107,10,47,13,9278,9318,9240,9200,-20,0,8968
396,395,394,7,6,4,-5,-6,5000,105,10,47,14,9278,9318,9240,9200,-20,0,8968
396,395,395,7,6,4,-5,-6,5000,105,10,47,16,9278,9318,9240,9200,-20,0,8968
396,395,395,7,6,4,-5,-6,5000,105,10,47,17,9278,9318,9240,9200,-20,0,8968
396,395,394,6,6,4,-5,-6,5000,103,10,47,18,9278,9318,9240,9200,-20,0,8968
396,395,395,7,6,4,-5,-6,5000,103,10,47,19,9278,9318,9240,9200,-20,0,8968
396,395,395,7,6,4,-5,-6,5000,103,10,47,20,9278,9318,9240,9200,-20,0,8968
396,395,395,7,6,4,-5,-6,5000,100,10,47,20,9278,9318,9240,9200,-20,0,8968
396,395,394,6,5,4,-5,-6,5000,100,10,47,21,9278,9318,9240,9200,-20,0,8968
396,395,395,4,4,2,-5,-6,5000,100,10,47,22,9278,9318,9240,9200,-20,0,8968
396,395,395,4,4,2,-4,-5,5000,99,10,47,22,9278,9318,9242,9200,-20,0,8968
395,395,395,4,4,2,-4,-5,5000,99,10,47,22,9278,9318,9243,9200,-20,0,8968
396,394,395,4,4,2,-4,-5,5000,99,10,47,21,9278,9318,9243,9200,-20,0,8968
396,395,394,4,4,2,-4,-5,5000,99,10,47,21,9278,9318,9243,9200,-20,0,8968
396,394,395,4,4,2,-4,-5,5000,96,9,47,21,9278,9318,9243,9200,-20,0,8968
396,395,394,4,4,2,-3,-2,5000,96,9,47,21,9278,9318,9244,9200,-20,0,8968
396,395,395,4,4,2,-3,-2,5000,96,9,47,21,9278,9318,9247,9200,-20,0,8968
396,395,394,4,4,2,-3,-2,5000,94,9,48,22,9278,9318,9247,9200,-20,0,8968
396,394,395,4,4,2,-3,-2,5000,94,9,48,23,9278,9318,9247,9200,-20,0,8968
396,395,394,4,4,2,-3,-2,5000,94,9,48,23,9278,9318,9247,9200,-20,0,8968
396,395,394,4,4,2,-3,-2,5000,94,9,48,24,9278,9318,9247,9200,-20,0,8968
396,394,394,4,4,2,-3,-2,5000,91,9,48,24,9278,9318,9247,9200,-20,0,8968
395,394,394,4,4,2,-3,-2,5000,91,9,48,24,9278,9318,9247,9200,-20,0,8968
396,394,394,4,4,2,-3,-2,5000,91,9,48,24,9278,9318,9247,9200,-20,0,8968
396,394,394,4,4,2,-3,-2,5000,89,9,48,24,9278,9318,9247,9200,-20,0,8968
396,394,394,4,4,2,-3,-2,5000,89,9,48,24,9278,9318,9247,9200,-20,0,8968
396,395,394,4,4,2,-3,-2,5000,89,9,48,24,9278,9318,9247,9200,-20,0,8968
396,395,394,4,4,2,-3,-2,5000,89,9,48,25,9278,9318,9247,9200,-20,0,8968
396,395,394,4,4,2,-3,-2,5000,86,9,48,25,9278,9318,9247,9200,-20,0,8968
395,395,394,4,4,2,-3,-2,5000,86,9,48,25,9278,9318,9247,9200,-20,0,8968
396,394,394,4,4,2,-3,-2,5000,86,9,48,26,9278,9318,9247,9200,-20,0,8968
395,394,394,4,4,2,-3,-2,5000,86,9,48,26,9278,9318,9247,9200,-20,0,8968
395,394,394,4,4,2,-3,-2,5000,84,9,48,26,9278,9318,9247,9200,-20,0,8968
395,394,394,4,4,2,-3,-2,5000,84,9,48,26,9278,9318,9247,9200,-20,0,8968
395,394,394,4,4,2,-3,-2,5000,84,9,48,26,9278,9318,9247,9200,-20,0,8968
